Fp1_theta,AF3_theta,F3_theta,F7_theta,FC5_theta,FC1_theta,C3_theta,T7_theta,CP5_theta,CP1_theta,P3_theta,P7_theta,PO3_theta,O1_theta,Oz_theta,Pz_theta,Fp2_theta,AF4_theta,Fz_theta,F4_theta,F8_theta,FC6_theta,FC2_theta,Cz_theta,C4_theta,T8_theta,CP6_theta,CP2_theta,P4_theta,P8_theta,PO4_theta,O2_theta,Fp1_alpha,AF3_alpha,F3_alpha,F7_alpha,FC5_alpha,FC1_alpha,C3_alpha,T7_alpha,CP5_alpha,CP1_alpha,P3_alpha,P7_alpha,PO3_alpha,O1_alpha,Oz_alpha,Pz_alpha,Fp2_alpha,AF4_alpha,Fz_alpha,F4_alpha,F8_alpha,FC6_alpha,FC2_alpha,Cz_alpha,C4_alpha,T8_alpha,CP6_alpha,CP2_alpha,P4_alpha,P8_alpha,PO4_alpha,O2_alpha,Fp1_beta,AF3_beta,F3_beta,F7_beta,FC5_beta,FC1_beta,C3_beta,T7_beta,CP5_beta,CP1_beta,P3_beta,P7_beta,PO3_beta,O1_beta,Oz_beta,Pz_beta,Fp2_beta,AF4_beta,Fz_beta,F4_beta,F8_beta,FC6_beta,FC2_beta,Cz_beta,C4_beta,T8_beta,CP6_beta,CP2_beta,P4_beta,P8_beta,PO4_beta,O2_beta,Fp1_gamma,AF3_gamma,F3_gamma,F7_gamma,FC5_gamma,FC1_gamma,C3_gamma,T7_gamma,CP5_gamma,CP1_gamma,P3_gamma,P7_gamma,PO3_gamma,O1_gamma,Oz_gamma,Pz_gamma,Fp2_gamma,AF4_gamma,Fz_gamma,F4_gamma,F8_gamma,FC6_gamma,FC2_gamma,Cz_gamma,C4_gamma,T8_gamma,CP6_gamma,CP2_gamma,P4_gamma,P8_gamma,PO4_gamma,O2_gamma,valence
3.553409423001192,38.37688713233755,420.10936482991366,265.4730197988677,39.41038366283167,248.64391653714415,29.993578796785666,67.95422525812664,59.59212334730509,135.94687733875244,183.3253704835008,104.02825991915806,106.9760544137721,176.24562487416893,124.17166994862407,280.6573795245738,146.71165899261393,33.8938248721774,161.7744033460908,230.04421598687293,23.18113283396725,136.57574434239982,1.292804309967079,454.0917728007928,3.4669827628251646,163.48155241379982,289.47554440793857,30.079518059176717,112.46089795891022,120.01131990978644,242.38657307415136,4.7452220120803075,1.9234993972320757,14.576012839533014,155.72637963791726,99.69757225961166,14.951061909082716,92.77583962253907,11.418130887961489,26.700461771959358,22.789307982118913,50.660114592849254,68.3637139270549,40.04458256753078,41.23891810853772,67.02637229730736,46.00161613100279,104.50686384633683,54.72874611356366,12.702122980122871,59.48709422169271,85.53700208623115,9.980260578071414,50.46623149731484,0.9476953847917621,169.07928152408897,2.0069421979257593,61.43682848372801,107.71390691415998,11.729406438705393,42.281998677625054,44.59048847983729,90.04030141970858,3.234833734170981,0.8321593359519471,3.885170069148975,38.93705285328127,25.075392410935677,3.8457557540504173,23.268475330357138,2.973779883128472,7.264551239513236,5.826788933045068,12.72063157605502,17.323760049765067,10.320283997945543,10.874378922503778,17.06625871261268,11.742530807659042,26.040611478982317,13.964526876125737,3.2728678362914434,14.787964406887477,21.57771179878755,3.3565354977071684,12.58260408065963,0.37619223663781104,42.32287977845658,0.7579322406837874,15.794630819773202,27.1872841105409,3.0291307171789725,10.643522340503983,11.24419208686958,22.551173069681393,1.3421156344847012,0.28365672830576905,1.2910885294007215,12.068826738891543,7.709196287955557,1.166218664063315,7.188905588851487,0.9261171872325887,2.303128405226042,1.7469002684778543,3.9977554804081015,5.420419294227269,3.0122498133714184,3.2355837216163934,5.069514284364441,3.7920083001110703,8.133724460351427,4.675039057637301,1.142832788334026,4.790505858430195,6.733245220166811,1.072764900979231,3.959923124708771,0.06085701846891079,13.11754660945279,0.16780890613983607,4.833437553386304,8.354219608648176,0.9198086980867279,3.3550876056461822,3.5986206605339537,7.171863022307923,0.2449174037964998,1
2.2877496155685857,20.077111349757363,224.7261245222329,140.78884026169433,20.140359373480624,134.10837967292588,16.677921145589902,37.979680908685104,32.195934941596356,73.36936180447695,95.8154399796661,57.34440131378184,61.754603308278206,99.11582858439364,66.21639334270333,146.87847385439338,75.62532617592346,18.40290204300778,85.22542622434317,116.55928616429105,13.587179169065053,72.92363855097254,1.088517833452349,242.3097576443797,1.8033216448724794,87.94365901757806,151.6167909217894,16.77963385582916,60.33364445120602,63.63472720552995,127.74756385929543,3.9794882103283555,1.376892995360431,8.678414146828889,94.11726224243237,59.09744012187117,8.76140499144066,56.159607118935895,7.277919944583358,16.87095799839434,14.356615494844622,30.53599422650928,39.68146138173036,25.184011054753384,26.792365976272514,42.513942833587876,27.699457077409512,61.12585079453984,31.601668670217595,7.756555551151564,35.15914472661656,48.97066327311747,7.535509690326713,30.224710307221017,0.8222517190829451,101.27056148201596,1.3439546082290459,37.34476401815,63.523634280131716,7.33037269672052,25.58064572963941,26.640249159088125,53.57270662606672,2.804535635386033,1.0137407444663817,3.618678750380353,34.02327765181491,21.915379449382723,3.400652107657161,20.21976026222199,2.65639725940213,6.554520811339603,5.38010942516252,11.030043238337718,14.449323844243773,9.313099421794025,9.911583918434127,15.466647269146875,10.26477069532762,22.16134627081095,11.93308672449394,2.9788670609607917,12.773315371413771,18.04429283495025,3.3845116476140267,10.971976892329984,0.38863297367777044,37.03474903487223,0.6334401173028138,13.671451789465971,23.12485639204188,2.7697085113671753,9.528326846843745,10.02459743655279,19.85844266850728,1.1447885657907617,0.5420701838569012,2.1434666129350357,18.998539108827373,12.641081497735847,1.798971376282458,11.456025905199223,1.4916553256682652,3.5237127610483174,2.7392475622099353,6.4885159421363525,8.503510090521878,4.759377624556462,5.238702220263555,8.042645958941787,6.194339139190436,12.818449861588068,7.195616081790173,1.893723514860407,7.702814925258379,10.180785859977554,1.2152634899612824,6.48135498410603,0.07073766033921774,20.941644327273632,0.18604469408554394,7.6672127507956604,13.04685754968924,1.5244444455084192,5.504649474187112,5.914781544078385,11.631978151822056,0.2968155807853541,0
3.4546439593369,12.2244985818667,158.19716643907677,108.15811882656844,10.696193954024046,98.30786982329096,13.608559294521802,33.25260343402325,22.58779135263181,55.683847100464824,66.32506892353622,41.55034439680137,54.44490775956271,72.26773704870114,53.31368668016386,97.79898948048788,50.898577573643415,17.808582567015055,61.383184056478946,65.24642464906768,5.312756458416288,53.97383524880345,0.9011496568010036,168.29693024974543,0.8062388061229385,68.45795922315916,105.70590577404168,13.90968837516481,46.90778836139051,50.62265782858916,95.57948364718372,3.74742847340055,2.243564169223168,5.916392434812993,69.63364625108196,47.257260701383764,5.076464479403182,42.97047241913488,6.33279226702755,15.223341068725574,10.700923571243164,24.256335293548414,28.641807196891406,19.541486876482868,23.98703776539486,32.50151503689401,23.01596763319161,43.01654654224476,23.110252229882477,7.688410337728193,26.150996722539883,29.690001035413772,5.16057893326451,23.047983374911965,0.7525816795235534,73.69937379490213,1.0845417344685782,29.77830431757921,46.53083065699412,6.476854782974518,20.57649555110835,21.739513177964422,41.57904920348274,2.5970614755803494,2.744924223529486,3.6150598001409633,33.324076496540044,22.906837074180185,2.5631752216795713,20.682559368422442,3.0573458622105494,7.37937675055477,5.16738097666353,11.754086252906887,14.085381148294827,9.348012632815246,11.632050062250208,15.51031144727544,11.261008710097046,21.094916869975904,11.967009031180588,4.147534678371506,13.067511705952619,14.90557856102412,2.8970909268311646,11.241866445833148,0.3758721916978949,36.258151886480675,0.540546617388232,14.39771606762001,22.47485242434475,3.1682483888084776,10.186200575186048,10.779883562800203,20.573259549621824,1.1298140527804341,1.6917332992301817,2.351660072064722,21.066418159032203,14.685013538714516,1.465095829565372,13.144858615833417,1.8815935816736977,4.571740547545903,3.0176464745446205,7.654195594135829,9.210441339193157,5.458270103085383,7.2979583711198845,9.407484610681868,7.510620676685562,13.533789501456587,7.943303647729525,2.7627199797877897,8.761087255089615,9.162329125849357,0.9505367230755124,7.363367654551345,0.07454287157106478,23.05232776730616,0.11225314883340033,9.13790852635709,14.09195186520446,1.962139502531215,6.635904318919568,7.168988124707245,13.453425355646132,0.3170648294363994,1
3.795363693086769,64.97959362019381,657.5784290044821,412.61363832353464,66.2728677680251,384.0019759330091,45.67802769550434,105.08891648718365,93.13157618776582,213.0838488501689,293.7760078500177,160.2121311590369,154.97683199347446,266.626999153616,198.4318965147967,451.009453303404,237.31513134315443,52.15140559226324,259.7189048899342,377.957475578538,42.464948613011536,215.9092669758588,1.2740852954670423,712.9928353944138,5.672269681452213,255.02789378561056,453.60849817721027,46.4047026224996,177.89363198735194,189.1406760737926,386.23027764975177,6.584189689597156,2.62185940885939,30.222308596132322,307.22641532858955,191.80184175568715,30.738217688137134,179.60942832793572,21.488251391477025,49.0633370857412,44.224032158170786,98.6820068375938,135.49974228785507,76.25742997446471,73.89398445383506,126.16162786732693,90.97603852017862,209.3815158857136,110.32218981693133,24.107421412720335,118.9699000367049,175.09642484110086,20.777101392160255,99.97195993514845,0.9515803647917018,332.2189858985789,2.9857436809771047,118.83447490614967,211.03466477141865,21.71321105069787,82.42949243023756,87.2157046239734,178.52631053848046,4.01615853961045,2.2172114390603577,9.341612867145887,86.12937387393822,54.621584082787415,8.865992743837166,50.62158006018597,6.139484107293394,14.285152837114955,12.607887542421267,27.73173665263835,38.019511109478564,21.860421809373108,21.55379639743876,35.79372965688863,25.654377605976816,58.74906654415779,31.904914936093864,7.068628935785942,33.184964523118246,49.2191185582341,6.408098194410052,28.011200978692646,0.4274635809815002,93.78124358160782,0.9794688437789971,33.501778590808506,59.29634600565083,6.223740036773914,23.1956278341207,24.66782421644865,50.15486129715564,1.5423740146510656,1.208474058797444,3.1113257950331987,23.375178604193373,15.249023942337587,2.5586971956858426,13.830366400681005,1.7293935737011024,4.037716318917442,3.301095472925511,7.755444019700417,10.706573283763817,5.6929644461598246,5.744716172806578,9.483418849729091,7.3477975136274605,16.28908545155717,9.707589115946762,2.203020362211052,9.4500609924055,13.849039851979235,1.7263663701345893,7.831391066230278,0.08315412769857888,25.83034019389997,0.2422477651184795,8.99256369006418,16.144090289366208,1.74578137213086,6.532370671575962,7.032498816436551,14.116541479217029,0.33891499526302304,0
6.132743858856465,29.173218387420576,369.6929182941329,252.0858829241573,25.70544944806179,228.7691653905977,31.278014690056406,74.26116229162297,51.72381830669923,130.26220389574334,158.2925895021412,94.2331196503402,123.96570213423809,164.3471375779574,122.03339154003147,232.75060412607846,121.36127206585401,40.71789684460729,146.80674198060387,160.35279161425422,5.238065634611838,126.35837486899284,0.869594440821901,397.4791857223597,1.2550818463249767,157.3501160178242,246.6470656930833,31.74248892198155,109.64465106214955,117.42301235714649,224.2817114898996,4.145417114668679,3.4789581000588727,13.277408265410905,166.2221424190891,114.49704779226207,11.677108395006435,102.77148167291372,14.085401723425596,34.12785109728556,23.898352836303427,57.94894310963025,70.6635508776591,43.62659202757665,57.41116035069194,74.65675342208323,54.658381571937184,103.9455611206377,53.90305168557694,17.99308882644509,64.97927160653413,71.7855692361204,3.7766448627252194,57.49355970604669,0.7222733541376456,178.0082229691223,1.278471372188438,71.21498354807107,111.3162506013374,14.462153033089132,49.205223048018354,52.63878014563629,100.41607957232569,3.0394406279874437,1.8993403322942461,4.690159390585364,51.789703575163124,36.272321380865996,4.071034339598216,31.9727862337266,4.509371969208282,10.651755110975914,7.4563115828623205,18.028593097116197,22.109495818912816,13.734584160231298,18.086388087669278,23.47262576244168,16.914893401822464,32.347496450472455,17.11613759312842,5.474019018706605,19.97251116364657,22.642472377624106,2.528736847354884,18.67829573113249,0.3422526432799086,55.59965976054493,0.6251738905652968,22.559716412728264,35.01730579032306,4.5303930929249825,15.08853239871531,16.147858411628988,30.789758990886373,1.2489906682816077,0.7597486035228018,1.5977479400411987,13.459730277762493,10.396545217163425,1.4559191862895895,8.33789812767872,1.1870486568697831,2.775195091680072,1.9367615922013046,4.782786129226876,5.937879699344444,3.487308697160305,4.453788372889603,5.970572346268705,4.569425235497814,8.736990374261412,5.0216924278578,1.5301659425071463,5.424933880535908,6.2313632424003735,1.2734510238627632,5.4114801707476605,0.06945630456329537,14.760351585232796,0.13320786764427076,6.2211923878334705,9.159371968804699,1.1946899640363793,4.0420361084588015,4.345689278181361,8.280283828560428,0.24300010209977238,1
8.5124440671418,61.37883225637203,720.166317484755,467.81232662628344,56.510689246794364,439.62084477665525,57.680574223058336,131.6166326371783,100.81964476309963,247.37116914548582,313.1653970300256,179.84143208761023,217.62107290928125,309.9305598407326,229.3491234448256,466.41823713197067,243.17735427941184,70.59430660511215,283.690111407963,341.7207604781242,16.2175180410968,243.05337244762822,1.3703463818297292,778.7469264403202,2.9214906715784963,296.0657618672221,489.47319597289487,57.64187271433459,205.70987191377688,218.3941391656862,428.72511467080494,7.535587673314897,5.24786252382969,32.066743900363896,365.3607161916796,239.80133664120027,29.5166273314181,222.82545700208723,29.41781719890361,69.11159483282803,52.74808788930784,126.01174564487613,159.316818232583,93.65470420936354,111.61129123959361,158.3995811462634,117.83185657585958,239.03578620938345,124.9535792583055,36.198022059083,144.8094272980607,175.86504327880718,10.15709316215564,123.68478261274038,0.995213181953505,396.70378994362113,2.304914556190832,151.10343899246328,248.2968069968386,30.182928851746308,106.14588005869729,112.42426234674379,220.24133465796996,5.367915135357428,2.3020681327489174,9.230915241561439,96.74342308399709,64.02164618329981,8.259580665200732,58.90654441956216,7.850186304988561,18.90405497313574,14.252638414121341,33.34763055863557,42.45597293763232,25.3753052879032,29.946179823386107,42.17254907623962,31.475863850019312,64.00816669211777,34.332674910348814,9.620805837231257,38.262492099423426,48.16465225303364,4.267921474013691,32.70726037985287,0.4205092140377152,105.41516466434685,1.0300809249871905,39.99754692162067,65.94573047102114,8.111120812655626,28.367604546789796,30.13460279307388,58.81861225571464,1.9996275037919145,0.7833383488984474,1.7146957795818456,13.768411867075654,9.255000128367648,1.30003884712568,8.297062140762288,1.1058862861702141,2.8009317886779463,1.945547334256464,4.703167218533116,6.231253190763767,3.4718661728027995,4.006254692143765,5.792943912943197,4.481471918977881,9.421562161280468,5.768144951726293,1.3981482318591478,5.452505329225677,7.699629001725523,1.2088733140243657,4.621915340546433,0.07418312110168007,15.136694484755155,0.2233424099672838,5.56385149681821,9.360557301915263,1.126524407332021,3.9740471599675966,4.244726950983716,8.369624689785617,0.29565347197851977,0
7.104701235463186,16.419381375594643,234.25192340792182,168.31162414732276,12.327691478718238,149.66546372705758,22.277277033718022,60.52580639787218,33.15089676564126,87.90717806025073,99.27300633247985,62.15695664209583,98.09048598517155,112.43009529753517,87.22182043340065,141.09369681700645,70.30375700694198,32.00204986740716,97.20168268649745,82.76046464749054,6.4779546289897025,84.23198352279043,0.8091097113504048,250.4305584724822,1.3823019897245532,108.23669326835763,157.52373022474453,23.234962691382833,76.06276114767414,82.03495684720905,149.312678788697,4.727341355155622,4.127310946414475,8.290060833101611,109.16135168931535,77.43062235286155,6.043115476100788,69.9167900062173,10.84312639702215,29.044480747858863,16.080888182821013,41.14598085936972,46.49425289068552,30.484705651672474,47.429461587092305,54.32714970169052,39.67181785382334,65.80344204362244,32.99554314774015,14.634868431870387,44.781064077429555,40.20848036633784,5.557880987058596,38.898103481947366,0.6883011775692441,116.99214698102763,1.605097987675372,50.86161286678672,73.9828600388619,11.29192566352863,35.729485741620195,38.07239830708883,69.22059547805453,3.4804314995365244,1.7299086191552442,3.369360026723107,36.194499282539304,26.136477567716597,2.317123492515375,23.204712821742532,3.631862118649203,9.866916347596758,5.4585992448486005,13.60527652696719,15.67584528608222,10.243144651007292,15.695912624200375,18.21753214213962,13.226487269085766,22.088509703924647,11.591753321750263,4.8436835524341015,14.82899225488089,14.29505862486502,2.958991346382828,12.980269762240255,0.3428490638882371,39.48631022512395,0.7535918220594064,16.856561531572044,24.714574835647557,3.7857846924834404,11.89959268486532,12.727193281535307,23.188986230330922,1.4614115546398987,0.5300980425045627,1.4170372905130937,13.958098300342822,9.932598780222854,0.8257932042952598,8.974619536522267,1.3621365500740148,3.343467996183422,1.9685478241145398,5.27829924306081,6.07692086274359,3.696677078604435,5.579592397005114,6.614507763560769,5.104639879257759,8.701800193818865,4.954340176426111,1.9247533841299127,5.789725137587928,5.523829737220325,0.822606439971348,5.086107473513726,0.06100159915296072,15.363532521296296,0.1526191743570814,6.335901871478299,9.41644879144128,1.4008989618368022,4.519784275740508,4.845505878344779,8.948376214332118,0.26974348838730106,1
9.847933968940874,23.125063071600028,357.0386219240329,238.89282045955193,18.725022559016374,226.37246535500648,32.99466709580236,77.68577340560698,49.35442301509351,129.3559001890072,146.49107767862594,93.71527140206592,139.13896821269276,167.98834010449187,120.8699450008088,212.45411726345796,106.72874213973068,43.89930733940551,139.7574744482016,128.381424186146,2.73670594263637,127.29277926892685,0.9465558664476443,378.66517008308915,0.7680465092384962,160.25995694433385,236.30061820825858,32.64545841786545,107.87733391833535,114.90163714129268,214.6416920807494,4.170142755186565,4.836739549847274,9.951841814806542,143.2952374914391,98.26049457073536,8.390902333252125,91.08705955376863,13.55442946240667,32.73050249693681,20.7528003652933,52.073175907772224,59.5548693530278,38.50063790172165,57.317937989963134,68.3984305037103,48.53287911864041,85.85722699271474,43.437097425582735,17.68054056599821,56.19419640537861,52.45440594073455,2.6714339097752555,51.656899102896325,0.7369873717183155,152.6282762203635,1.1149053951134245,64.71842408956311,95.50223881337016,13.466853992681095,43.97485027789538,46.92755801697203,86.74071903661847,3.0426850202479088,1.9849688946438848,3.521582799254258,38.81082102975539,28.380452033753414,3.1523463666253684,24.634646165997797,3.734926642787171,9.019835226973688,5.823890605895193,14.083760309916492,16.551394472902974,10.702752782840408,15.532227078105743,18.669153057375812,13.282361296712091,23.76674256282625,12.663682971877655,4.753244493396383,15.122145565662308,15.169277375930335,2.0803949642837094,14.980179644786725,0.3751889752097764,41.97803444567602,0.6395207611734627,18.019297470471532,26.352447898383016,3.7455531192231533,12.014214755961753,12.770125888717295,23.795553646456995,1.326994105149695,0.6754508902049685,1.5316962973511044,13.306763041880037,10.595021206118119,1.4428806217030437,8.43441856641467,1.2515927688768227,2.903175518964574,1.9050925574475928,4.915512008892696,5.899908598379496,3.479774621076209,4.871915340154925,6.062756032557923,4.762379141562839,8.548882271613628,4.973655575125834,1.7242210729496164,5.487612050938179,5.590070696667701,0.9706147497763171,5.928109775972554,0.07621143139091077,14.688344375209589,0.17612509183141814,6.27949907088327,9.066949440822228,1.2753532729978214,4.21975990542253,4.5646956292223315,8.511188276770799,0.2885127212216987,1
19.44174792732757,93.95205109073089,1211.6024724097335,796.1182683781227,86.61101246638309,746.5445642133769,99.19672905780699,232.88640552749925,170.59766092757567,421.61898405593473,517.3596976054839,308.3821785172579,393.8750011123829,533.7615317586123,396.64889168194935,766.1947882234396,394.902081834337,127.50545197340658,478.70628182870774,535.867748308442,14.724207383063662,414.68785317668727,1.632227853028404,1304.2551631905083,2.4852866068728585,512.3490366397056,819.9772738550264,100.35269592938583,353.9077278668207,378.88830069400245,730.0753262790398,8.890527421901803,9.76420190721859,40.149766886512225,513.0210452626476,339.71431052776813,37.70922399199516,316.23905641802224,42.150972241579844,102.15069426032453,73.57836277009864,178.77623193936336,219.1788906887431,132.32513975676417,169.6441798367824,228.07085650625365,169.3947344612064,324.29353020930114,166.37095622145145,54.25764788355947,203.35159523008804,224.78554924728087,7.947743535184438,174.9331264455586,1.059324576176879,551.8565497649232,1.5281078788612774,217.71342598317491,347.72558725259285,43.04727753189742,150.9719717525515,161.63472074882563,310.65802922989144,5.26819351142796,2.6623517708504445,9.178388355993851,108.96335893349296,73.22988841129789,9.020713723475687,67.12512689759401,8.985109265789843,22.33903117763286,15.847614185684312,37.772694616317416,46.79933513594824,28.47397850064642,36.225697994977615,48.71851904914404,35.840027554517654,69.26606838167486,36.34899776498127,11.361179201859462,42.815410833899584,49.0700069687534,3.4296991280796383,36.844913867340175,0.43440751085461954,117.52695007173463,0.6384848289789747,45.99329180036321,74.0835815253494,9.167102550234253,31.847916942004588,34.22629216974535,65.65980095406849,1.7091651861152684,0.47802472248135924,1.9761795725559277,17.862013580358365,12.609842643482782,2.1952496636262135,10.864055164933436,1.4507879294515713,3.6174156312696257,2.5389046212344057,6.163074096704916,8.063786954983868,4.506632886315637,5.2283270170990255,7.60076893714548,5.91049123667237,12.102622788840442,7.188187774599283,1.864421178883129,7.189847081799915,9.569941067821018,1.2973299079586198,6.10624953947552,0.07448242416929869,19.681166763317794,0.17839313216217895,7.24749684839869,12.234670958469861,1.4603769546706744,5.19702436219226,5.570079505322842,10.95564804593271,0.3023709197343091,1
2.9537234437237476,17.146695002910015,208.43247192110593,136.7747394089616,16.97702116584347,125.7237141744174,16.44664850122086,40.545538026948755,30.292066402931493,70.50676107909392,88.83464597189214,53.421804199515634,64.08279085366726,91.3338821989288,68.48211533055044,133.25160636528247,67.97725361986818,20.790207383789788,82.16511842781789,96.47651423633674,9.606445732182934,70.36663155590902,0.9015302583851744,222.72865072350166,1.4146509708380617,87.31944186573217,142.1542990918672,16.8337438240303,59.83204345255311,64.72746723015133,125.05735230075612,3.8009878148429226,1.6856245352675203,7.8730219733878055,93.67105423868328,60.651714267723214,7.981110849233324,56.599111657113,7.682318049896614,18.721719225044687,14.10563536513622,31.738373399158846,39.948157080906384,24.76658189895083,28.84989099082307,41.65569456525768,30.276682453797388,59.860895917395595,30.170440623045604,9.311933288973233,36.341240413216326,43.58352075042614,7.003388424105432,31.54119153781917,0.6796089626623205,100.06816069068513,1.2157755300680444,39.612472020038744,64.31711159174627,7.749102089780359,26.667543394114603,28.576943460560933,55.4999751219214,3.0168360592955636,1.2598900720949693,4.304372059982292,43.229666989855026,28.610467084877342,3.980373978395957,26.37106184403913,3.6005929734586943,8.656420659646514,6.54141395907456,14.787473350224928,18.500555085555032,11.550919161825504,13.703771900957639,19.499602673589468,14.126737582083758,27.67903241073736,14.341897887360014,4.596838646533027,16.770367471978584,20.104252075546892,4.072869998805165,14.643796768097614,0.3627138092542726,46.827763583351064,0.6212141258300344,18.22139439372532,29.51863056454917,3.709770709472681,12.543351798879156,13.482011877826665,25.960334766344943,1.4646504922403738,0.7235895992183075,2.8446968666072303,27.12424770624203,18.630518527293283,2.403088566751772,16.80449683020904,2.305800021054833,5.287497528179229,3.880578551237635,9.646944168003822,11.947850350319744,6.884997627647535,8.655691147955846,11.845683388842527,9.38922019263474,17.702991500910095,9.67449477108089,3.194175637631509,11.143099471351718,12.57327431974646,1.7204412293845857,9.682003393765996,0.07638988038137806,29.76292279620054,0.17392851743891663,11.39334542685836,18.38866386289196,2.3766755390926386,8.25570922498723,8.955331275522807,17.024077865398144,0.39291285544315835,0
