Fp1_theta,AF3_theta,F3_theta,F7_theta,FC5_theta,FC1_theta,C3_theta,T7_theta,CP5_theta,CP1_theta,P3_theta,P7_theta,PO3_theta,O1_theta,Oz_theta,Pz_theta,Fp2_theta,AF4_theta,Fz_theta,F4_theta,F8_theta,FC6_theta,FC2_theta,Cz_theta,C4_theta,T8_theta,CP6_theta,CP2_theta,P4_theta,P8_theta,PO4_theta,O2_theta,Fp1_alpha,AF3_alpha,F3_alpha,F7_alpha,FC5_alpha,FC1_alpha,C3_alpha,T7_alpha,CP5_alpha,CP1_alpha,P3_alpha,P7_alpha,PO3_alpha,O1_alpha,Oz_alpha,Pz_alpha,Fp2_alpha,AF4_alpha,Fz_alpha,F4_alpha,F8_alpha,FC6_alpha,FC2_alpha,Cz_alpha,C4_alpha,T8_alpha,CP6_alpha,CP2_alpha,P4_alpha,P8_alpha,PO4_alpha,O2_alpha,Fp1_beta,AF3_beta,F3_beta,F7_beta,FC5_beta,FC1_beta,C3_beta,T7_beta,CP5_beta,CP1_beta,P3_beta,P7_beta,PO3_beta,O1_beta,Oz_beta,Pz_beta,Fp2_beta,AF4_beta,Fz_beta,F4_beta,F8_beta,FC6_beta,FC2_beta,Cz_beta,C4_beta,T8_beta,CP6_beta,CP2_beta,P4_beta,P8_beta,PO4_beta,O2_beta,Fp1_gamma,AF3_gamma,F3_gamma,F7_gamma,FC5_gamma,FC1_gamma,C3_gamma,T7_gamma,CP5_gamma,CP1_gamma,P3_gamma,P7_gamma,PO3_gamma,O1_gamma,Oz_gamma,Pz_gamma,Fp2_gamma,AF4_gamma,Fz_gamma,F4_gamma,F8_gamma,FC6_gamma,FC2_gamma,Cz_gamma,C4_gamma,T8_gamma,CP6_gamma,CP2_gamma,P4_gamma,P8_gamma,PO4_gamma,O2_gamma,all
1.7878981955587587,4.9087524402012415,3.615517595717878,4.668588702930105,3.6129341564556547,2.703435247088256,1.61013244833323,8.487861717484837,1198.3108332351087,0.7951636956685518,0.9328394237968046,8.166128250849964,4.309032596300196,9.795395232784195,4.8628893155503965,1.8755750876569006,1.7663251682889314,10.065651965460887,1.9707943176060247,2.5805667469163374,1.924672900151905,1.2470827932497561,1.536837131904562,0.4687467677429769,1.0040130701529162,0.6485529844171573,2.7077715695253826,1.818737648243907,0.8240176630277266,14.030724531809172,0.7357219223128088,5.144841586095753,2.0963986333492963,3.180429971427063,2.3596933310887978,2.5949704257953634,2.0383475708179217,1.5421575972804562,1.582902566855737,4.482473557399548,464.94243213044365,1.3612967980234085,1.4190575415130835,4.658828404248807,2.8618618923765258,5.298771278455323,2.539193171543227,1.8173241870461734,1.864890976708939,4.443287280471617,2.155492486866745,2.5948854054534376,1.8339910328963702,1.3571009891470434,0.9950695569781591,0.5077709722633672,1.7257577497539325,0.8757712524741252,2.030124561533933,2.2246611896155217,1.3850257036616522,6.727585068788784,0.8496745401799926,2.9202363164724328,0.7725190528472939,1.0690932726795421,0.8075083715782174,0.8781816915842736,0.6882922976635898,0.5110543607509074,0.544863699036638,1.427616178563581,112.49895725082946,0.4445091469747458,0.4950485976763201,1.564678813477726,1.0024337416321345,1.83190867781489,0.8823419329291297,0.597857910880058,0.7318921507712473,1.1957272760513533,0.8816375562532736,1.145176959684421,0.7686670336823331,0.6770611782125489,0.3876336946084342,0.21498600872920637,0.6952019697417714,0.3870920348633878,0.6501781321951735,0.7610682531776991,0.47436470777955475,2.154168450221906,0.37359058631385916,1.14575773886703,0.10343066075552183,0.144313383534023,0.10876174261999637,0.16209120141859185,0.12320315245246224,0.06944799504981211,0.06233066753294443,0.19239429436579183,12.235818258563805,0.04146982378430847,0.04867591562957431,0.20541815203347683,0.12734493396395768,0.26825373202033886,0.15396341560085447,0.06546395977439413,0.11848635520671354,0.13690488554464603,0.1268535180361312,0.19824187015220177,0.14607467676327893,0.16796859719610355,0.05713514890297146,0.03146996100638936,0.11322195897513691,0.11524494619473163,0.10661385280737846,0.08383044820617817,0.05091756552917118,0.323337041960257,0.07545168063642267,0.23204248882604228,1
1.4626894493174596,4.30120979695642,3.181753986234743,4.541529275720811,3.4199619435950006,2.44519149467765,1.4407406421374953,8.139355817832291,1131.0455560124533,0.6875237745441419,0.8034523176276865,7.50982090286264,4.110053100135182,9.313481345903684,4.825805608289278,1.8104731314107525,1.3347613039749449,9.602065275105277,1.3625139874644365,1.7451399693634684,1.5763170140599065,0.8880062143935629,1.434328501939879,0.47885393593615994,0.9474840477893495,0.6478794464999548,2.61397963919695,1.6497603510178773,0.7299714957160491,13.468367865697187,0.7401926986186641,5.152009829151842,1.9218709149241409,3.291943015811614,2.5050766263726825,3.04527207891662,2.4048336795524565,1.6868435277917504,1.848201451807002,5.043989340187591,581.1514208890155,1.368284291289703,1.47093007041616,5.039148490414853,3.3056433352146186,6.047259372462339,3.0943405120570366,1.9270065119748492,1.619909367155906,5.487728373364943,1.824595008416148,2.040130508231405,1.5761372917848764,1.1338614295403908,1.1555109524758986,0.5428289182962163,1.7722006112427091,0.8102717907514967,2.198635100538325,1.9844408840837175,1.2180142324501406,7.936083797725656,0.8033507053442998,3.451499527808558,0.7119269469581138,1.114851621383543,0.8784005951511311,1.0893562043001308,0.9735408668101532,0.5695429942261623,0.6674020909952856,1.6829631783194248,164.29901201998067,0.44143011119184755,0.4957202370056843,1.6459307032578383,1.1140696466474944,2.0094342793469044,1.0895651935432777,0.6348657012676285,0.5820501702299791,1.6341928130478747,0.7333604601249064,0.870559751469408,0.6368677567686762,0.6066569073499145,0.440803412146265,0.22265009140721426,0.770457906496318,0.5438661391976705,0.8719623468179174,0.6463158866876763,0.4317232918532836,2.536193891439787,0.34481828088598143,1.3016772811180888,0.10696256425283672,0.1672256349093911,0.14049457344131014,0.2791891251933837,0.3073472465426902,0.09192850716851471,0.08669024869737159,0.36684223253578135,29.96968242711459,0.03989586829341501,0.05046431139548188,0.2728637953529396,0.1638762645875997,0.3540014378110301,0.23193876600800137,0.0800072745170536,0.08526144529510776,0.3006238400783876,0.10458595910193026,0.16478818222610703,0.13106300823169675,0.2185402908874213,0.08001277395584673,0.03460946159286873,0.20587583681100663,0.25827048497601907,0.26095167521909973,0.08005953119248473,0.05993574106045752,0.5008258044364114,0.0771505936195251,0.31009352599324996,1
2.3532041019112735,7.178753693319062,4.792543869751841,6.186168182105916,4.437722430989361,2.8767317293775125,1.6837373771002404,9.107104314795462,1751.0620431308805,0.6023046228603738,0.7425750062066502,8.30423055564768,4.6082578452701135,10.21722782381155,5.954876258509692,2.116636413762629,2.335909624166426,13.544787279437779,1.305536044347453,2.3574857081466907,1.1848253636540624,0.7389749296588014,1.5719060410742403,0.47828891204922036,0.7876181843611585,0.4709721309350732,3.0395632371569925,1.4183570774910212,0.7167179850446025,14.987833840666942,0.47123544445752846,5.4290545012837725,2.282544829985828,4.127097839897067,2.8995380131172905,3.0627316055746023,2.345394084323203,1.646366495323425,1.6340945712689612,4.602715310138093,751.4018436681281,1.1444724532495427,0.9875033813814655,4.574517129739701,2.8864304762536683,5.533996935364777,3.1423241019112926,1.8897248451150481,2.045592567536221,6.270208021389938,1.8146879486968066,2.2690227029190115,1.414917716820986,0.8735173538298644,1.0061241443611453,0.498717745932753,1.3563616290995473,0.6015265260913161,2.29070033540042,1.7730139249742656,1.1814411834266876,7.614224313581465,0.5805377860010125,3.0718042265694687,0.7554563345637382,1.176629854433795,0.8642427140197645,0.8488105782811249,0.683967286424001,0.4954826723046506,0.5446125626021546,1.3087890438845393,170.680226153602,0.37194561463013764,0.3441357785222779,1.3498875159966908,0.8843564839239629,1.6425994834981192,0.9288610724059915,0.5681793199360358,0.6894010680350181,1.5495546538571128,0.6864559477441642,0.8676431170149322,0.5503723523908369,0.38226826155914795,0.3455857744118573,0.18474155397098216,0.4819943911408388,0.24213892580590332,0.6434121984843121,0.5578797384257251,0.3867393513678033,2.0636475413973465,0.2460321961909264,1.0148814096337329,0.08972106428849394,0.121512096555286,0.09464786330207044,0.09244976829298711,0.07837152937361835,0.0593707700551376,0.05636881613535422,0.1400862782698845,13.526651204059249,0.033518823881935694,0.03826271128855462,0.1494830292720448,0.10169757437414945,0.19767222867346645,0.14604232569456366,0.058471094405656655,0.09051433426163248,0.1378985457403703,0.0878511005215423,0.12524340393678923,0.0876636451834778,0.07043689461527455,0.0461422047691136,0.02625122134680449,0.05705112373305475,0.04128063283638241,0.05770232202862423,0.053145171988243214,0.04135662891655096,0.23144526847021238,0.05119578080694614,0.2018787204767817,1
2.733502899933131,4.99219322287074,3.638456703724426,3.822228883786766,2.9588837424589927,2.4307205628712345,1.4676742754878154,7.305454771305139,920.4733900326158,0.8918173263852215,1.046063067266493,7.164908636124905,3.8909166198580585,8.653246264563842,4.366554359556845,1.9106054096053982,2.0825623418411934,7.891739047118617,3.100551602682669,3.1870213604822677,1.7762250165561853,1.301169136157651,1.4335453157135347,0.6102514305865112,1.0374921541582265,0.5915398981676457,2.3766214095836324,1.9708487237689563,0.8528688268301394,11.978307581187856,0.6464363386382787,4.972435680470164,3.275268975459654,4.246083186267173,3.218576703411279,2.826154789734364,2.2367282425511035,1.7936745749508824,1.946391942380723,4.819751015738866,467.82667327934996,1.9164469721768116,1.8795711753467392,4.996515859837205,3.1461640358418137,5.572510204148769,2.702557677182356,2.438293815795546,2.587843531742233,4.904119381688764,3.259935929803775,3.44057053450467,1.9851875981683502,1.4527594563822686,1.1590451213990374,0.6773907968978251,1.809618190844764,0.8040089240893977,2.361136236133543,2.8937116280023423,1.7025705320859932,7.457102756001764,0.8314040210409507,3.3037588263197586,1.0930762716570819,1.326941425905567,1.0467683655250664,0.9008244359926224,0.7490176933958783,0.5779792195377901,0.6741157208689389,1.5141858615930408,120.87514135660302,0.6041838861454086,0.6233667773763953,1.618759089816722,1.0398112954604004,1.81777325133739,0.9008896438437023,0.7622814708353793,0.8764502061539902,1.3726800422023588,1.1331296955490047,1.2828215290513958,0.7310112498348332,0.5883709101755296,0.4179404290957787,0.2565855655475035,0.635777096290013,0.2954196001636959,0.71743464459098,0.9200745431294656,0.5653890150976498,2.3061315463391523,0.3560987236348543,1.180406021290212,0.12236637677898102,0.1341732734341948,0.11002547889920136,0.10149515613301469,0.08556388387075495,0.06493429040162507,0.06563300490274016,0.15984577104353767,10.724673243750336,0.04485845593057546,0.05306777157587089,0.17299838230361206,0.11035553298385131,0.21456929328776522,0.14709314604487553,0.06637929686675284,0.10201388692516808,0.12707476677850893,0.13008506442247864,0.1653004698906006,0.09636511414403509,0.091604671653707,0.0506542308905847,0.03318949142647118,0.06631837025522866,0.040792354191590226,0.06220357172980363,0.08200458409473249,0.05127495894724097,0.25775104829409967,0.06658543767878847,0.21732806667183452,1
3.131919437817991,6.7675293375716015,4.032553591450485,4.733622656449688,3.0836613868723504,1.7850048485499388,1.0873603813662314,6.21571114889903,1273.8290474936068,0.3933682949966459,0.60802411789356,5.415064869189892,3.06737868415652,6.81256153673004,4.343447785728139,1.3923883874078988,2.2366441444762475,9.410560379841414,1.83654364987079,3.3499637905409343,1.2250961829107958,1.3802632730822662,1.0318713221106444,0.4156495255687071,0.8132759727951829,0.5207192927469756,1.809861489382654,1.3071475988583285,0.6309866462771047,9.509238222701894,0.7646174825278798,3.780322541544445,2.411977533652899,4.053044298985187,2.6186818888777506,2.676086668537545,1.898807804056771,1.2136542623935258,1.3178712655696097,3.755550015438325,586.356476005484,0.8688754270173146,0.8070398092535732,3.270915027529092,1.995471264736366,3.9543920720541714,2.393367915565767,1.3586639952650104,1.7681295438424653,4.90448361143899,1.7045600740340807,2.5118595498924803,1.2357640360334983,1.1854029019814674,0.7676153655677441,0.4492322957930195,1.3806154930623031,0.6008503001780362,1.4158816163920958,1.8234374989531403,0.9815513406610362,5.395680168004125,0.8193005378598262,2.4163914460501674,0.9076432538878941,1.3579261912820009,0.923956403783818,0.8600847982415245,0.6410449520492488,0.43593522623410363,0.49472013793997976,1.269131679184115,153.77400906014805,0.3222615156573246,0.32687368328957567,1.1396176095866524,0.7156037864750928,1.399518289762389,0.800982527351939,0.45963161281572745,0.6599096583837266,1.3984860037807445,0.7807978914243363,1.1606876902445764,0.6273131259158284,0.6423434591275073,0.31445212315123616,0.19432393276620538,0.5580696061075797,0.31315516310306113,0.5190762122994236,0.6719316489763214,0.36824104392539647,1.7821805997774813,0.39739793062490647,0.9150321792418321,0.14683935240107915,0.1985270895141553,0.1414756496226862,0.12618478804308172,0.0926573389541072,0.06793633968071937,0.059252770691438875,0.20541985804330637,17.3208714176908,0.03578264872387188,0.04513924331496243,0.1805467381116552,0.10530808513285507,0.24693616595442758,0.14853634056118212,0.055456159079256204,0.10755048184360387,0.1639311603513551,0.1579213561757583,0.25960274050593,0.16361128973147154,0.18473572498296756,0.05036552266937657,0.029937384572182976,0.0898697518186441,0.09683272482792432,0.09299545264829055,0.10522924264532497,0.05510557539826749,0.29407948601948825,0.10595971747718948,0.19198176265769074,3
8.842757554606862,15.102339172669284,9.072699958690647,11.557045078298254,9.87578095056119,7.9907036493615635,3.8836570352869315,23.07230053719461,4036.5404105452308,1.4301549107178457,1.6186127326697954,21.080719717463015,11.130960764897452,27.386159208976295,14.067789458158352,4.615091679539137,4.821196631365726,33.35750141228061,2.602579301066694,9.459060826565329,10.272835372085828,7.691915925179399,4.8055827408004514,1.405430262631258,2.9413005904582774,5.83903055763599,9.430393781072967,4.758287904489333,1.9925600320651446,43.50606032214231,4.132382965657516,14.378075067855983,5.973985105327426,6.789681312622602,4.358968844951763,5.75357537484832,5.052925147729393,3.976705343498278,2.3913146834187344,11.042133399485992,1587.6278942659133,1.4928327162611468,1.5799014955823305,10.193407862642982,5.52619727718726,12.89064788485858,6.39614477731298,2.9332357701995773,3.0983428818423957,13.454250726431976,1.9913729406610599,5.30430147268302,6.6261177277481735,5.0932457512890945,2.4258451695934165,0.8834369129543522,2.912440701190638,4.227121598399131,5.424303670545907,3.9277688981394583,1.967263480043988,19.425035391236054,2.71671086733788,6.993762849808514,2.542047516769995,2.225546862573505,1.4576407661644273,1.8534833156776844,2.0682326315008663,1.2777197848235617,0.821642858905951,3.7589833920350113,406.0761544727796,0.524205020316234,0.5553271914728398,3.414116432746086,1.7718438261576501,4.1481635334517675,1.8594699229980833,0.8756115367091376,1.2486181134672736,3.794265273889535,1.0346726477149104,3.028543748702474,3.1804513162488237,4.133938588860685,0.9184857784694427,0.3077664341308242,1.913884188857492,3.2193794132807834,2.3687407312975504,1.4694331039227562,0.7090596815284657,5.7069543050028395,1.202405511033443,2.313260023073443,0.6670524534883169,0.5458153251908042,0.3523717616026398,0.459872007857104,0.770355548629867,0.26162342235772934,0.14093804055128864,1.6347497822751147,77.57869290626884,0.09497833254925761,0.09167157349593652,1.1258458851216357,0.5048965400833881,1.3385072134222096,0.5182904295845583,0.1591411875456727,0.3551684786910905,0.8084122904071199,0.4461910044910928,1.3786615978923056,1.4343079045158134,2.4425813018164866,0.2696766327254542,0.05678404569764213,1.205528959866204,2.843823150880101,1.1523674773853454,0.4883935267219185,0.19464978334666777,1.6730074080313617,0.44273473277148867,0.7795527850605999,1
2.6742229267547266,6.060634442550229,4.00269273806225,4.964925776872284,3.575769912548529,2.3539005754008544,1.5532804802027618,7.491462297822911,1255.9268544994147,0.5461086257302715,0.6458128521173534,6.563813218175063,3.4480698333786575,7.950891680761004,4.449539843249455,1.4826245610895576,2.3956711086190494,10.175929889732211,1.7344671488398138,2.9100718930188507,1.4672107463856605,1.2594206001461783,1.2684391223479745,0.42155203082422904,0.8918097106930051,0.5710865963707326,2.248430864995724,1.584454432782282,0.7245603127262058,11.367597411238632,0.7570203815669987,4.2051241578696485,2.7528354902286525,4.12594876156619,2.838364095815777,2.875547471674083,2.2220519125699196,1.4652232152582298,1.773304596481445,4.570568307664276,558.2647801965567,1.1673314061737545,0.9849448814685806,4.209493385824477,2.430291066069765,4.84806323086929,2.48036344179901,1.5885451242514983,2.339086204522431,5.093266002014147,2.1990429702195415,2.8829418698433273,1.6606841209451333,1.3260369321523662,0.929173902400397,0.47604640858192526,1.6211260776085898,0.6748425556573145,1.9522386538932324,2.05220812881698,1.2437185132632325,6.315205427242677,0.8012531491801345,2.5803584912971056,1.0255583476971466,1.3811262745544433,0.9947578180318678,0.8813325799763959,0.7149231124841493,0.4845453990726584,0.6138834257977365,1.4947151794341516,142.27715004015883,0.3998864158249185,0.3722983741405419,1.425535005441908,0.8622111488253533,1.716313365055276,0.835732300773497,0.5270896654940422,0.8903443904088207,1.3947631504530866,0.9483208202506309,1.3223460340957318,0.743437136989978,0.6890815630979397,0.3540396575318885,0.19448131588452452,0.6157708889472284,0.2912334771821808,0.5985322235566279,0.7122645130234814,0.43260933421063646,2.0516603122439894,0.36555344163450454,0.9276095180873024,0.14137928793279972,0.1750271864090875,0.13456288651960505,0.11884888000230173,0.09737893257303283,0.06525575691455067,0.06722118929110522,0.2245638327177228,15.015574908716225,0.03801740436671611,0.04751147795876834,0.21424264564770468,0.12418824961108839,0.2897437070058481,0.13232181389317343,0.058301560849968063,0.15697190350146653,0.15502287479881954,0.15366876756902742,0.25404281227339226,0.15349972300273929,0.17083890103359517,0.0486830707954024,0.027797779078061274,0.0798313638613649,0.06060559090219822,0.06222566193605301,0.0963758688437725,0.047465563357830136,0.30681101244696884,0.07984444267837645,0.13775218679511736,1
1.9372554360053347,6.044112158485501,4.462193450483945,7.581817748488639,6.035043289382607,4.239349131289172,2.2243750507708495,16.232398100713166,1949.2991604392498,0.5848205985758637,0.546777080773286,14.651035438144396,6.854180701935586,18.160862378484993,7.99040685271994,2.4721785236458396,1.499830327985686,16.945527614409748,1.6906914715769414,1.5827924956775794,3.461723434059182,0.9223600444228109,1.9226141234347816,0.3933507824817906,0.4618560813731487,0.3921103748940746,4.419327282452287,2.6142606405039404,0.35808861810099213,28.844684763071253,0.8757623423569617,9.47144037268268,1.805845683204323,3.424158054411833,2.535984966122416,3.5984232490751245,3.105160175111991,2.082957408699886,1.7131704083881556,7.774537571352277,863.65092713482,0.7166743271916305,0.6531096812995287,7.315603999386005,3.701992579771947,9.063997674170238,4.073993996505173,1.5892676164722719,1.3421405774853374,7.589411979438658,1.6520779747879262,1.7451407314618357,2.22264559444765,0.9851823957288509,1.0777386585456032,0.34014265153630174,0.82259076265556,0.4963369314358282,2.404211601958412,1.6073492017828153,0.5586841222965495,13.522686955107508,0.6589940764701495,4.90940403127747,0.8796546215717881,1.226278407341767,0.9021958989486446,1.0513953400830593,0.9598804934060942,0.6359910697502339,0.5827286151643005,2.202116734292582,219.16456580515478,0.28494655294921606,0.29533672862120014,2.1889691896625987,1.2266494191784563,2.834164946532773,1.3461619286041346,0.5450520450169384,0.6588388357209349,2.036517460513936,0.8238377202288923,0.9585325438158137,0.903908198247239,0.6347639890931931,0.40429176480068924,0.17480947724850596,0.4331608930433866,0.41252227420304327,0.7807435993076931,0.5326420758948013,0.25130821565306993,3.683379804850587,0.31185539349018115,1.6352896810774744,0.20733025381256037,0.23689392591063332,0.17451251844203464,0.22531615955514206,0.20052978601758065,0.11998838436339929,0.08966821631559518,0.4157209485051433,39.86130228626793,0.042728198529294596,0.055352405635298356,0.40796747330743965,0.24118073611921967,0.6031187041739409,0.3324157113390368,0.09523157186967793,0.15123148143212342,0.3815736018159304,0.16685967365701782,0.21357218335464492,0.20768517940456038,0.20553595078129214,0.07898290811805497,0.035183983720270186,0.10614383864026637,0.22439728426675953,0.21257320299401308,0.09851136637677922,0.0483147246431734,0.7122367167343503,0.08330896875423321,0.4028642584255385,1
2.8503104084724953,6.531886630567622,4.179024533094619,4.931245090756753,3.4908573879035245,2.170485717363819,1.2800142049786183,6.620746427542842,1286.6925091717014,0.4458782428848475,0.6526169698746848,5.69962901963418,3.173179006404973,6.960229016656122,4.2716168667663155,1.3536015597007076,2.269200468455639,9.94881193314536,1.4245867539308517,3.0851728858251106,1.440865719092664,1.3133556409290483,1.2041813232711045,0.427900873364831,0.691791289477254,0.8288339683212621,1.8995805081309542,1.2885217520579972,0.543353684653426,9.922420056787091,0.7402481756849445,3.8168519343033807,2.081041663302428,3.891557869460528,2.6776814273818728,3.1147440173127023,2.217626889419611,1.4747414882381946,1.2853991314492617,4.387972886379441,650.9184826377442,0.9672614347635691,1.0085922622995782,3.7119141009273697,2.197428662294522,4.437419203244103,2.686170465056377,1.5104269088454716,1.7743136472414787,5.656532646990596,1.403732592424126,2.4247438965370898,1.3676938459335612,1.202377765285096,0.9474265334865771,0.4878153153998301,1.2499987659626237,0.8587949677024436,1.4504593205859058,1.9215238562242156,0.9896404858734821,6.251660564389549,0.9565548195699687,2.711470098662423,0.9125948440036482,1.466084719749687,1.0418428902560724,1.1245695506265831,0.8241429449571284,0.5764834046640661,0.5149399203529584,1.689795925788194,205.86741587982422,0.36178409651835447,0.4019616439269587,1.364896780856214,0.8256230652929458,1.6409267286962879,0.9992101336516072,0.5433015571295513,0.7419173598412615,1.8887306261640397,0.6813539468404043,1.2409128578177444,0.7917060622032276,0.7499293364176772,0.396855751990236,0.2047273078826001,0.5514366811591619,0.7239602975852599,0.6976201668077481,0.70942804535471,0.4095382922827134,2.347434845481368,0.47749601341721853,1.1047858511684303,0.23645605303614675,0.39441942666855856,0.2539136362553765,0.3158746590874776,0.2367748929102778,0.13302114235429968,0.09523720963792318,0.5470275843343563,67.4303517600255,0.043319835476393405,0.06067515262079956,0.3634976316388267,0.188771793580296,0.4276433605751175,0.2938677448624137,0.09193004365789416,0.20005366139648764,0.5764793427304464,0.1461390507175103,0.36370281335432875,0.25525835228766375,0.2765496214001275,0.08670309740297914,0.03464651768169169,0.12079281257595022,0.4628055055776056,0.3011416015206744,0.12323541405879444,0.07944762112347258,0.7267850838430803,0.1310816688845522,0.32177985171137274,1
1.3467978562130238,2.3222114288197315,2.390588286736356,4.459337846359346,3.659647756340885,3.356679927719012,1.8340967438716342,12.710776339146895,1105.2542292768894,0.9166563027697098,0.5942707867352084,12.572549499876438,6.1843083844377915,15.929795287586492,6.300521876060988,2.4625204274394097,1.0841979812115852,10.367668383797557,2.2879610218693798,2.015027670787451,4.592752392573868,1.4721018434039823,1.5195897649795416,0.4363017923852377,0.6109766939285605,0.42148147994336016,3.6083888351043,2.9175145791747226,0.5252529895605588,24.693406270235016,1.0374346056054131,8.533849115603749,2.1493716286768603,2.787026143538414,2.445531540458104,3.0987231195405665,2.4768973704994752,2.1975361669016573,1.687571117131166,7.361121189980729,572.6101487809862,1.3140939513854468,0.8452507062250447,7.22091499432769,3.7636788885158428,9.018161745314362,3.663999724631788,2.150576037490216,1.8020233498990075,6.099283814248787,2.4236863665267014,2.490172640030033,3.0766674534403555,1.3750699276475462,1.1193762900614836,0.5271465858204928,1.3923579489556854,0.5170071735870367,2.5414987428866973,2.8788795875657964,1.1320911602180095,13.387736752612655,0.9179725669476861,4.9741436906683365,0.755270300850509,0.9913684664020118,0.8614039430816408,0.9851072491339204,0.7805016838144513,0.6844406860160248,0.5919532662777371,2.1824311227163196,148.8165765278202,0.4295952579517565,0.327466578160587,2.1855894871155814,1.1772954821090185,2.7329285377541854,1.1696825520785532,0.6736282684268295,0.6924347485363068,1.7430203601422127,0.9312959835131487,1.0998007176295352,1.0581665540885739,0.6070760898916857,0.4145097364855319,0.21840757390023646,0.5529981700314336,0.23594334906328387,0.7383446007774151,0.9179920083282568,0.3914110898147607,3.732496915031268,0.38204405039760236,1.57794096225175,0.09137135565670573,0.12012717565250404,0.10838175123842396,0.12494666695139912,0.09788580689497595,0.08062732471679655,0.06844127625769898,0.2439946685321359,13.666923510509818,0.041937488900954355,0.04402697883823823,0.2500584273433309,0.13861577365574215,0.32614165256499794,0.18611672877561625,0.07309491159541584,0.1098372073378782,0.178058185475099,0.13079696167409383,0.18608404087159613,0.15877099268614694,0.11612897494642463,0.05447351043680204,0.031180696008943135,0.06898779280573913,0.04506313884504661,0.0718404363809018,0.10013793966718759,0.044472941747738706,0.3902179281460275,0.08212438388246635,0.249713902496673,3
