Fp1_theta,AF3_theta,F3_theta,F7_theta,FC5_theta,FC1_theta,C3_theta,T7_theta,CP5_theta,CP1_theta,P3_theta,P7_theta,PO3_theta,O1_theta,Oz_theta,Pz_theta,Fp2_theta,AF4_theta,Fz_theta,F4_theta,F8_theta,FC6_theta,FC2_theta,Cz_theta,C4_theta,T8_theta,CP6_theta,CP2_theta,P4_theta,P8_theta,PO4_theta,O2_theta,Fp1_alpha,AF3_alpha,F3_alpha,F7_alpha,FC5_alpha,FC1_alpha,C3_alpha,T7_alpha,CP5_alpha,CP1_alpha,P3_alpha,P7_alpha,PO3_alpha,O1_alpha,Oz_alpha,Pz_alpha,Fp2_alpha,AF4_alpha,Fz_alpha,F4_alpha,F8_alpha,FC6_alpha,FC2_alpha,Cz_alpha,C4_alpha,T8_alpha,CP6_alpha,CP2_alpha,P4_alpha,P8_alpha,PO4_alpha,O2_alpha,Fp1_beta,AF3_beta,F3_beta,F7_beta,FC5_beta,FC1_beta,C3_beta,T7_beta,CP5_beta,CP1_beta,P3_beta,P7_beta,PO3_beta,O1_beta,Oz_beta,Pz_beta,Fp2_beta,AF4_beta,Fz_beta,F4_beta,F8_beta,FC6_beta,FC2_beta,Cz_beta,C4_beta,T8_beta,CP6_beta,CP2_beta,P4_beta,P8_beta,PO4_beta,O2_beta,Fp1_gamma,AF3_gamma,F3_gamma,F7_gamma,FC5_gamma,FC1_gamma,C3_gamma,T7_gamma,CP5_gamma,CP1_gamma,P3_gamma,P7_gamma,PO3_gamma,O1_gamma,Oz_gamma,Pz_gamma,Fp2_gamma,AF4_gamma,Fz_gamma,F4_gamma,F8_gamma,FC6_gamma,FC2_gamma,Cz_gamma,C4_gamma,T8_gamma,CP6_gamma,CP2_gamma,P4_gamma,P8_gamma,PO4_gamma,O2_gamma,arousal
4.048350664009951,8.372080978370173,11.80695233358648,7.289645971972786,2.0785297440293493,1.193828419342761,2.7604117564501727,161.36384519244177,1.2702905626724197,5.224877446924496,13.040466013343897,2.4727151780226673,3.900174712799501,4.960542759368461,13.167234644087765,9.43572301731547,5.432523696828151,10.965644840847267,5.246912365780039,1.80460614718647,7.484041948964079,5.888246651601476,3.178185132027029,2.09368425761498,1.0952814511141542,22.915025791073536,0.9550109040014148,8.666603881906276,13.518203339462346,10.109558527612155,12.462543116602475,5.953063518162558,2.12873982543006,3.9458580709804036,4.6775409537004755,3.539933899954818,0.9504507701390259,0.7753525986142262,1.1207412319871748,58.656621983485685,0.696060718238176,2.075244584992125,5.197503461225769,1.6201822633261704,2.5146787553326915,2.4381724566565466,5.9463003860314725,4.747190400186981,3.3563350383060033,4.632199052477433,2.7578360641756223,0.9343412058442788,3.7697071888976628,2.455172100317686,1.9618871567421763,1.270398345508449,0.5576808015321759,8.403893085877634,0.6283943948228686,3.3456840466226394,5.776831784590559,5.1311365555741135,5.490253194823834,3.3336688551573035,1.5102971777013974,1.7107283967517073,1.5678995955992159,1.5144446903580338,0.353517751363007,0.45255903366055633,0.3693745734243999,16.269743328110497,0.2913001807718317,0.6870309818598637,1.5617873551679853,0.8513686993159135,0.9581144277169278,1.1219201572293749,2.5447017229702884,2.107289408945705,2.3192249915661685,1.7208743146194199,1.397099918917126,0.41367152547350877,1.812444660523478,0.8714979092170627,1.129519600668458,0.7221748434882597,0.2613413706769749,2.4241838360333126,0.3878413571689927,1.0925742688491968,2.3050657958046643,2.3624360940389093,1.8310489875473823,1.8562155014790456,0.7255550898376959,0.5177046776733971,0.415537617797047,0.443108276678513,0.10335934086894814,0.14691960594385056,0.10591213228550199,4.435498175111391,0.08056872694859929,0.1765966938676037,0.5563965916443703,0.25783864205070434,0.2384310075196347,0.4256494859118203,0.8944799913626054,0.5997872133339934,1.0886800919630666,0.4547094737199811,0.4282718216397166,0.12163729661238751,0.5449840516995247,0.2259003183600674,0.3840937589031155,0.2366869429168048,0.06905786026609399,0.8386097029561652,0.1674568999066799,0.27897400196304867,0.6755139105272487,0.6816283540446838,0.5057841342394849,0.8001681760171813,1
2.489220599958794,10.85631194092865,15.93072967325268,7.994479115283428,2.219763169473197,1.5587294745745233,3.8574808222193666,211.9286635697332,1.5117353814849894,5.7585915293501655,19.050318537883477,5.215939574485968,4.731034322092683,7.696668947599362,19.071370254019772,12.237985761023124,6.135858612288756,13.685821482795847,7.620065534258834,2.4073094701433493,8.192217264123672,6.41959967350189,5.519560122391494,2.42275335098642,1.2755164537908301,31.097891950440665,2.7870098148653892,9.610027526311812,19.30550275524453,16.8835218188563,17.40527306064564,9.271384583769196,1.401909079032531,6.373239248568652,8.248572088287148,4.709166433395469,1.1028939355585614,0.9568614594120256,1.810951650709595,89.77146127743703,0.7588676833226251,2.3795423943904637,7.0922986072888605,2.9946797993444596,2.791625442733767,4.444384087908331,10.621768234101006,7.461728351285553,4.056314873061535,7.2064411166191675,4.779701885045597,1.278553283834596,5.128713773132299,3.266587727187834,3.4336916222850595,1.5265170318272485,0.7144158535509717,11.363922707270744,1.5780587997556692,4.042722879067104,11.170678704378886,10.218699700745526,7.42840172394266,5.75208663684274,0.6270539162822641,3.139150254234829,3.697323383162787,2.525508153981414,0.54887692546828,0.46619007311421584,0.7458500096102029,29.544055012254745,0.30853515224206446,0.7497171326404096,1.7000604701736461,1.3842657424771956,0.892737524696878,1.8830893824949986,4.7936614660915575,3.7425905935969315,2.120181789844225,3.0409460541476583,2.4354557625488344,0.5433391112176843,2.6489513560720686,1.3753388595115255,1.7505195271733378,0.7942249338658711,0.33541056195157987,2.8135591011271095,0.6987851591383599,1.383362105622598,5.298805684279045,4.982308526837143,2.173968587879681,2.79139842587372,0.20000725596660798,1.1865461564883444,1.4237987599681183,1.033561655233827,0.268413437124193,0.1596561066568978,0.2835061058700207,9.736523098379427,0.087140668933252,0.2303308242190836,0.4191450839929357,0.4500477804089978,0.14786145274457355,0.6678719686116885,1.7072724086555273,1.3757383560011531,0.7784469947657294,0.9983522005954268,0.9176598567378591,0.18318963667768842,0.9953478386688174,0.48231587014150834,0.6611766997328276,0.3096311988488767,0.11475037002924277,0.803331646195486,0.21866511990922846,0.4866249729112271,1.9430605489313688,1.8182554177874923,0.47658694156981907,1.1260275533917943,1
1.2684140420497554,3.034297620693837,5.726997602578613,2.382824732037022,1.1232169278367141,0.9525125529111126,1.681197661078741,95.23733539186951,0.9232410604160166,3.121155554687133,9.970912080618564,2.7018966748232898,2.8575612673373603,3.340258950384491,6.432634083510475,3.4028519841759124,1.814894231255759,4.807314694419843,2.9494052993479905,1.41806988088218,1.774713228715947,2.7258395746381674,2.085659441181129,1.0114137279096853,0.5590641230166539,16.53344427699671,1.0973882671342612,4.364438052948855,5.943415775766478,5.496113144344688,9.465299369551419,4.214879375959224,0.8388751031399859,1.8291988684831826,2.849177369553294,1.4122364187218572,0.5732543493281838,0.6222035037838642,0.8255333532600125,38.86595849561816,0.5139789786271821,1.2712986591292443,3.8778732266084424,1.6868771802055331,1.8390217047108819,2.124028645774798,3.7764223136860986,2.300350407746482,1.396110038726079,2.454541633313245,1.996175145383079,0.8099414947685455,1.1620769023392805,1.380607141703425,1.4537015742085093,0.7373022653509818,0.3445298434733555,6.1187415410943355,0.6005344752042544,1.7688110456544968,3.4384745037926265,3.725609447273677,4.298968065452017,2.715708567991854,0.7175923675485277,0.9886474311982519,1.3808219032077702,0.7798012848604946,0.2761889364071794,0.3373766423401165,0.42516716573158325,15.969168817363505,0.2500013008350517,0.50863923219383,1.4748228050670795,0.9328170472167779,0.7405530107095418,1.3569111855487714,2.009229459247173,1.3048227328653466,1.2707979870585495,1.085254906135344,1.1812979043662415,0.44603157668036797,0.6619273857087525,0.6699943299317654,0.820697500880127,0.4188284112368352,0.18097110622881873,2.2889986405928453,0.3134386591805134,0.7200055622337588,1.8377900599762178,2.3139296102240112,1.5947200278779696,1.7991392599337976,0.4282051549987248,0.4206871583779919,0.5939626951033554,0.33743573880508193,0.11185278781822287,0.10549783261784045,0.18181491488404108,7.0309766302473875,0.07692828586128839,0.18706337997662464,0.618402429252267,0.31667196390046254,0.19206117392624972,0.6874903599462812,0.8590491357046528,0.48361883944917944,0.704018326145937,0.3908590478037544,0.439841484174436,0.17028726134980904,0.24823337811431004,0.26660816154957645,0.29577786543881834,0.14486931938572345,0.06355514603986442,1.020024325503289,0.11045407433874162,0.30581878747726743,0.764258153381082,0.9430841402422872,0.5242708443834905,0.8787442653521511,1
5.276893107639872,13.175515708782633,13.814010057123332,10.8402679050847,1.7016619228635153,2.1571223481735284,2.3657113761381257,135.57701081243354,1.0917363145447976,4.345815345332331,9.989279734677595,4.833064427954766,3.773565028206871,6.3964893756791055,17.468062489238566,16.495043747394718,11.742189794405244,12.85366708548937,9.59608681672582,1.9159326741849672,11.916632771596896,6.012292465233236,7.865576590084387,4.4404724045130495,1.3307282361300288,16.91010176551787,2.5373434546124773,7.812056262356504,21.495871650064725,15.746926326286882,9.310335046692549,8.14935654452018,3.664952823136808,9.347818386406074,8.664755943023964,7.666623734586075,0.9956563849212527,1.608787408558725,1.1934158528785352,66.03467470130482,0.6746036913629532,2.1453069151496247,4.438195112035998,3.58091893913246,2.707053958839733,4.104057546468024,11.82619617626172,12.050373910970592,8.961252436872888,8.106656175688727,7.039688450818561,1.2009803508089423,8.594260729327647,3.612464226121592,5.927500056944446,3.3071267908334416,0.881614951919425,6.648914253869108,1.832839397389772,4.106097085379073,14.62743044516045,11.612513653345951,4.375269015002822,5.761707863224439,2.5135950135773344,5.2865026075885835,4.5821602253403855,4.356532803642449,0.5357704240330522,0.9098199200484937,0.5982656245582635,30.243635383346675,0.3385889206284334,0.9781278435075565,1.8564257983171542,2.026775997132191,1.1749691423917743,2.284727895927577,6.320637948510499,6.648155976926048,5.788131298152244,4.133331682671147,3.9665489127967883,0.677348812667777,4.654007130678868,1.7843455268001822,3.396645569086189,1.8791579846596769,0.5219369569424105,2.793418012175803,1.1235837185171451,2.0084736305519675,8.069775102509736,6.545846297122847,1.7570306828841808,3.362038043524206,1.4360633530357982,2.6466461902663134,2.198744404553727,2.2263357507315473,0.24062097199527235,0.37773376464828934,0.28387030674896807,13.797954187066487,0.09859606820067002,0.38922311836538603,0.870562576429583,0.883719296330859,0.3419008998575527,1.0500661214073412,2.982657602979757,3.0783460856317677,3.0463799121177333,1.7799456347062128,1.8604173296603401,0.28633425704949644,2.0316922763178997,0.7036778133983752,1.660552277821151,0.8735506020808417,0.23155465437573414,1.3346251586658324,0.5661965733044194,0.892074525210369,3.8902875881291297,2.9402915349509797,0.6229727151944353,1.5944467714647068,1
3.1378521038032505,6.427289710656647,8.451130449101447,4.551578070357538,1.2725263690841666,1.2890689641600812,1.8740745087541228,114.28415563411743,1.1044247757048702,3.9046405578050325,8.947724636148386,2.6262646079563545,3.169387586686715,3.7795785735997125,11.29915252438135,8.805192080125268,5.88145875947923,9.63539012965554,4.404514168000594,1.3073705505088962,7.46448348071523,4.881000947376161,3.1814138919752213,2.207569000982231,0.7109488239692947,16.112988589436103,0.9555171282606117,6.087058488845638,10.934102363462626,9.248562280842785,9.7814060955837,4.883349871988934,1.9958893543879959,3.625436632631725,3.999482559045881,2.4707141314335517,0.6305001194532047,0.9043752030725504,0.854892970112437,47.27208055909433,0.600518414158131,1.7110152191011234,3.9450692424645037,1.6764747294452769,2.048661728282213,2.254400140447057,6.047016958879901,5.2849144947396836,4.15145764335356,4.791696863862372,2.940821012688426,0.7562199234875245,4.60127066119893,2.4107705608438126,2.2517463500944506,1.5586182990005346,0.42437707590349716,6.285719488345946,0.6354176646545134,2.686862375656163,5.973291260251993,5.977847686514532,4.329155762398268,3.1573454219114137,1.8820290809022413,1.8748938196222797,1.7809910854614381,1.234008690520393,0.3029949896952075,0.5128740521357028,0.39930021896812845,19.034854659889636,0.299680837450959,0.715497704132389,1.6416106840941556,0.8841668600607075,0.8658470030198181,1.1623191791129186,2.8962074827835917,2.6650529925726123,3.0669179116998584,2.2133623827105766,1.5835808470018795,0.398322223125576,2.450642365006933,1.1140871619806878,1.2596190759198846,0.8807411909086397,0.2277757922085857,2.5253663145149594,0.40759557603409985,1.132284648828555,2.934194415959693,3.1746137596628974,1.6723109381078476,1.918537834626531,1.086220356945832,0.5723032737887668,0.5542107555073563,0.378684172871856,0.12347920772873154,0.15250501708102368,0.14979935710393488,7.232376308446572,0.08845292748696658,0.22712411812569178,0.7710508922747386,0.26105945636266237,0.243184715821154,0.45989074330694535,0.9381502126512073,0.7241972946805827,1.449249488590513,0.6382082203652366,0.46223811793109504,0.1499583529302602,0.7325442371195182,0.34368760918012997,0.38714177320150633,0.25815225235121075,0.06596012077041444,1.1929890987440517,0.15744255238790608,0.3643553233530048,0.8638228688477956,0.9570639797854108,0.5705110848686195,0.7612801737547664,1
5.593577448597981,9.978658696815659,13.559635116156377,8.02131554716935,2.8099083171051995,1.5546926993818204,3.3101102343601423,198.71867951960374,1.7980123044670826,6.9736117208847395,19.478151597129663,3.7629824606345674,5.8607700903439595,5.620177804667134,14.752676645325435,10.797177076125442,6.995472268583594,13.29130773860094,4.2642669953125925,2.0754447138463115,7.498268070100694,6.721854450259886,3.4700873643159724,2.540998369561748,1.1739988484311816,34.59202891355546,1.9533311025171651,10.963055425058132,14.87296250198768,8.12502036713933,21.35054319295209,5.560928840375369,3.1351461987534655,5.395541417651624,5.896392162168278,4.394705020413799,1.2814786686136772,0.9469212864668226,1.3309334512569628,71.98982431859876,0.85376116694592,2.8233602164665763,7.750873108656181,2.114293926739933,3.9103828746281266,3.029531966699454,7.068226822625661,6.386026352640064,4.814867906052514,6.1292650396172155,2.629699555259276,1.1368171658797175,4.4189303543147584,3.0034399201914126,2.387449692807341,1.764004220912625,0.6933183348436271,12.45557170007842,1.1441705435765843,4.453523648862283,7.422521903021448,4.66169492548034,9.045560507730523,3.128991155418356,1.6860692597990112,2.268399442872591,1.9975471506840128,1.864766266937431,0.42636999267372117,0.46844385819030826,0.4294818978513642,18.76354967092685,0.32892296131364457,0.887517602971172,2.139074965985871,1.0295279473248047,1.3071458663082498,1.3352421844213118,2.6800955530623387,2.7527601809194606,2.6907875824478182,2.162539573221839,1.3308101779388666,0.4546817138480342,1.969392849900084,1.0002637695772771,1.3015115394034493,0.9461571997034621,0.32341509991259415,3.198021928638024,0.540834827914474,1.4383804321652327,2.8940699257268125,2.1561751781302863,2.605613319560464,1.405819590547056,0.7729120635944307,0.716268939868622,0.5198648553644957,0.5866296888389775,0.10577002652963824,0.14025730255178923,0.1076077257275539,4.3595512545388155,0.0745922885480106,0.2057537748539806,0.5909534594364549,0.2857308147486736,0.27529125871222726,0.44663125277760035,0.8510957950391177,0.7894676408818149,1.2034488736045235,0.5438955433764817,0.4278374423039934,0.11140590015974591,0.6462526984873709,0.24821867602651562,0.45123271034762713,0.3043322785815307,0.07907601992354703,0.8806702680917703,0.20269722088688624,0.34064454338578687,0.8430390126003965,0.6520730360792734,0.5268306124984092,0.4121645838032775,1
3.809223204264765,7.886780579549917,13.00194764583199,6.720538619162167,2.3746394776362294,1.1445639898875064,3.293123230554285,205.3781795006753,1.6263595341939974,6.521286290176292,17.483459736083397,2.0246852561911686,4.1096692232162475,5.287712156138508,13.93637387542159,8.49768249896805,4.297227026085039,12.385622450600088,4.161486946404178,2.129297903676308,6.842007730410472,6.897510618373835,1.747743600876513,1.3077267796739775,1.024142089081911,31.132440412605572,0.9463364660939669,10.031242962922116,13.572345538334377,8.790579635691772,17.992224079821256,6.227851608074649,2.066123871567208,3.6888956749466564,5.016656432733535,3.1391566214207125,1.0047183290124928,0.7449442700010571,1.265351585789859,70.52998213656875,0.7752004280094544,2.449848771089961,6.413822991210909,1.3132526466837655,2.5296515670886377,2.292365796337364,6.083112499162349,4.5044118752183255,2.96156271575738,5.289007354664565,2.1642159689670164,0.9671528595643909,3.42780313921022,2.8062255743540536,1.257101701017351,0.9787255414868095,0.5019280710891931,10.61698646953479,0.5305542731662863,3.7622880695145766,5.763158417674418,4.424302757668568,7.666348906277628,3.390790991718317,1.2697941322689799,1.4830257393023316,1.554324076793985,1.3114900779797898,0.3454841672158461,0.4171974147266217,0.3834711985783484,18.133565970673963,0.31740213702498776,0.7494632346315413,1.8409073103205822,0.6418606620252811,0.9456160055536443,0.8204124107867784,2.239183661278824,1.925871725319391,1.968768820768868,1.82320697541517,1.0316564641029855,0.39165148184803816,1.5376468541207398,0.9301293186716456,0.718494760568989,0.5732276878634346,0.2102725414329851,2.8052428527621256,0.29886993684263635,1.1037161485259779,1.9855551315106885,1.9358513567765474,2.3928377600665454,1.6463509242556917,0.5777237373381999,0.3939197461854898,0.349579013871957,0.3600894221528623,0.09109126870281545,0.12439497216126771,0.10105699818203509,4.357556596836391,0.07260541598366074,0.17854252298522577,0.5902668031349138,0.16588866724018775,0.2083947014471256,0.23833747969305996,0.661403260532895,0.47695239429635633,0.9071628572576315,0.40443363997869053,0.28527156814088855,0.10731507071081223,0.4271853748166805,0.21697814968019072,0.24284158272070488,0.1883255498814461,0.0482782750289824,0.8826913439628756,0.12325862230891461,0.26156243981906613,0.4852556541671258,0.5044231957035367,0.5541328965951989,0.6395249203480577,1
2.290860134579828,4.650800025001097,10.093156654331244,3.6932807214400545,2.0217952000542394,1.037703119346145,2.7629397755159872,186.2509422258147,1.4908044635323145,5.923495005242029,17.08918151285618,2.35254236840772,3.494160263031309,4.79151348592758,10.629589881458513,5.11941387658639,1.9436140684505556,9.416864649901639,3.6088298260413953,1.8894645191428205,4.24580573343573,5.613385532114009,1.6641936999867386,0.9240673815038649,0.7245163844048088,30.58531448708797,0.8234498310759187,8.5712384020745,9.082262424629208,7.656159661138432,15.308009864292297,5.307849360093171,1.291017930901619,2.3226078699956703,4.437752770372353,1.8483196862537459,0.9898634988013322,0.7562005305310631,1.2539005873734823,75.37664549468239,0.7534620816186519,2.4034153572179773,6.791738696623059,1.4843582478048925,2.085582511955079,2.601366943943751,5.524293856934321,2.9842113474332255,1.564778749777365,4.233466180895267,2.36428914700607,1.0255155513783496,2.5144635332873304,2.62937944270792,1.282105864539564,0.7115282637524291,0.35489407800152317,11.813137355713764,0.4089751020007862,3.3934851131878263,4.479249513651195,4.965259248613425,6.80721920973949,3.5663319068437196,1.1775763541293471,1.0448748156162613,1.6839779286736019,0.8349695517034453,0.4995576865056624,0.39586564300779514,0.5514299878033407,25.179181231250173,0.3327514785139021,0.7707797592139962,2.275068821807757,0.7719882368927159,0.8192152474177531,1.2819086480657773,2.4930697689632626,1.329444527507885,1.5188279559256543,1.5770312941972084,1.2336362117493829,0.5188377682864044,1.2273102218917098,1.0283087256350616,0.7176817542725145,0.392023311624715,0.1568982538008948,3.806955650124689,0.19652814465624158,1.0858287587209594,1.8415566041333236,2.6372474015862384,2.218645611958313,2.2429387642777185,0.7548453965167359,0.3952414327173508,0.6815175324404583,0.33515989841917276,0.26659759145913337,0.11748658777012624,0.2528474652042735,9.874844910626106,0.11408623027423778,0.26801458981938475,0.9253800589433361,0.2498454552654564,0.21465769763259906,0.5744903093098886,1.0059247358118864,0.43602469125353327,0.8311296285955926,0.5609966296657158,0.4181441493844544,0.20840977748377898,0.4305680170929197,0.3680280506858439,0.22514819652679796,0.11910099931714085,0.059865329502275785,1.516570912492135,0.08039375795588663,0.412465107626924,0.7061767877360756,0.9298238287250746,0.6889662386890664,1.1931075258350738,1
4.542104872198992,13.626635238192547,15.127497956426785,9.361276646552344,1.7290767498256354,2.542839557492805,2.761444803179177,153.5603841034616,1.096372925007252,4.320792467583696,10.204740750342033,6.153050697248936,3.5513004475644148,7.876210592193192,20.302109998851193,17.273440682554774,11.450328626713924,14.307523717878311,12.664428034167074,2.254995118794781,13.682103814060966,6.697078225675344,9.295657141642446,4.898073655283345,1.293681555499466,17.588633548873712,2.5321737486854996,8.45621191857772,24.150301701590507,19.885435909058604,10.538914925004617,10.486183318038568,2.9626616555191783,8.38513783461513,8.464221586041534,5.70125046315698,0.9474678901782005,1.6076439126735522,1.5081078893072803,74.4039246943298,0.5935649441344133,2.012867793194944,4.630917208054848,3.7676480372905683,2.4239549556992777,4.723627450482986,12.20908856618163,10.823790780193999,7.794116851211217,8.02458394297502,7.929674522427838,1.3443589410166799,8.59416817939913,3.7532364827159856,6.009563542702491,3.166053797463183,0.7810140409282991,7.224314937275931,1.6477817650350906,4.2260325012118845,14.621336636432135,12.820395402457265,4.913830855632511,6.62278561486115,1.9146541748328847,4.106628949180091,3.8468787004649347,2.8446452218827076,0.45999527360543996,0.8230546059607309,0.7172728609747955,30.62704565627891,0.2785819952624184,0.7862187644055357,1.721490824450057,1.8767674491767223,0.9788299570344092,2.360055143119876,5.6716690279943025,5.3331110059656455,4.7727641433841645,3.530443917552784,3.9749448081595387,0.6553952846959527,4.169641784864763,1.7026866103503375,3.114992581484803,1.6637418821149776,0.39493515486561276,2.5487941049823033,0.8629817239955209,1.798420069715596,7.009182747352629,6.583519268634425,1.7787540341799464,3.6566227675650804,1.0418080869107578,1.5603957901514036,1.4855538006490494,1.112479535488567,0.18664964957057673,0.2726332214354857,0.2741656009550245,12.06916781137122,0.08131017295361866,0.27024180476194265,0.6916653445912341,0.6435332072947962,0.2506230978443149,0.9508034967272372,2.101708293025482,1.9419324220189038,2.1878483541085734,1.1773801338422798,1.4433194930013145,0.24278920486983138,1.460493388970327,0.5952000952629386,1.1583179203016116,0.6075359947224381,0.1344054574864366,1.0742711795017748,0.3344385471665042,0.6692708400692754,2.5874784582333374,2.4460407122812264,0.5524923710565465,1.569319255716809,1
4.628456620838763,9.984135591518639,14.50559902282584,8.67813110373443,2.459286264401058,1.1593482299033349,3.3040779745356867,203.06935106825776,1.5516234189787503,6.62224403713688,15.243805664370017,2.307159314670845,3.488659813050271,5.328278454569507,16.241238530964164,11.071645315557875,5.53475074770003,13.598571831156377,5.335627871232089,1.8960030638115075,8.870055444565994,7.411570844700509,2.9133534105058647,2.074470492007263,1.1808606155765196,29.183004200978434,1.1017607779778726,10.868719767093467,16.687222413234313,10.768887069529994,14.872768473472126,6.222732860337703,2.266893073676846,4.4476639240499125,5.539210174462463,4.023692282921532,1.0217408194692503,0.7786936912989574,1.2539781938633323,71.08028945132659,0.7113248003785042,2.54217129620852,5.717810908581092,1.3676179023197985,2.123645052025995,2.4403110793398888,6.714980426743194,5.232191109722674,3.443777715409993,5.560968100674203,2.8008130624602017,0.9183690644755669,4.342615162280508,3.012611699770824,1.9437134172512378,1.3748198479333287,0.5784573586834876,10.252462086756875,0.6903794125948021,4.033610919721467,7.0261025671883,5.117028089499463,5.972152497633442,3.4113771895011045,1.457586178103434,1.7414925419189562,1.7772724211563498,1.6253909063095582,0.3381762588083504,0.40099869821057066,0.38338254520147613,19.01877829485392,0.27826964697593576,0.7758168331333385,1.6653518968944667,0.6748999799989849,0.837302200391077,0.9082523777056561,2.498069017248762,2.176137270679422,2.221361503534173,1.904561814740946,1.2735306516211775,0.37928911372718815,1.9150232093645627,1.034090179983045,0.9957972299281499,0.6946469099317373,0.2428015507047596,2.721737714729844,0.36952312417821687,1.205978233988213,2.5578577256396215,2.2124411422848884,1.8646888671421522,1.7717149338090292,0.6765998214815847,0.5146825120032482,0.49784268354760897,0.4791270933086022,0.11066899341876585,0.12571774499806695,0.1263232900112257,5.981200196306806,0.07270056922376252,0.22213278403857883,0.6668063976103021,0.18845313353631046,0.21316677534980966,0.29912255625584955,0.754344143254573,0.596091644037072,1.0460087085359029,0.4678846166010455,0.38839665427242004,0.12614533900869174,0.5652911645537967,0.2781852861815913,0.3280902290242754,0.21812567134621072,0.06491738074978577,1.0317249331982248,0.14526743518246368,0.3455158388020305,0.7156260471719929,0.6714236165442753,0.5509759018887809,0.8086038523554655,1
